;title_s;authors;year_i;type;id;collected_by;number_authors
534;Towards a Thesaurus for Energy Efficiency in Building Construction: the Italian context.;['Elena Cardillo', 'Antonietta Folino', 'Francesca Iozzi', 'Maria Taverniti', 'Elisabetta Oliveri'];2009;Publication;534;Frank;5
535;A proposal for creating a Chinese emotion thesaurus with tag of emotion intensity.;['Ji Li', 'Fuji Ren'];2009;Publication;535;Frank;2
536;Learning Thesaurus Relations from Distributional Features.;['Rosa Tsegaye Aga', 'Christian Wartena', 'Lucas Drumond', 'Lars Schmidt-Thieme'];2016;Publication;536;Frank;4
537;Automatic Thesaurus Construction for Modern Hebrew.;['Chaya Liebeskind', 'Ido Dagan', 'Jonathan Schler'];2018;Publication;537;Frank;3
538;From Legal Thesaurus to E-Signatures.;['Fernando Galindo'];2010;Publication;538;Frank;1
539;Matching Linked Open Data Entities to Local Thesaurus Concepts.;['Peter Wetz', 'Hermann Stern', 'Jürgen Jakobitsch', 'Viktoria Pammer'];2012;Publication;539;Frank;4
540;Automatic thesaurus generation from raw text using knowledge-poor techniques;['G. Grefenstette', 'Rank Xerox Research Centre. Grenoble Laboratory'];1993;Publication;540;Frank;2
541;Evaluation of Automatic Updates of Roget's Thesaurus.;['Alistair Kennedy', 'Stan Szpakowicz'];2014;Publication;541;Frank;2
542;Linking the Thesaurus for the Social Sciences to the Web of Linked Data.;['Andias Wira Alam', 'Andreas Oskar Kempf', 'Benjamin Zapilko'];2014;Publication;542;Frank;3
543;From Thesaurus to Ontology;['Bob J. Wielinga', 'Guus Schreiber', 'Jan Wielemaker', 'Jacobijn Sandberg'];2001;Publication;543;Frank;4
544;Semantic Thesaurus for Automatic Expanded Query in Information Retrieval.;['M. González', 'Vera Lúcia Strube de Lima'];2001;Publication;544;Frank;2
545;NCI Thesaurus: A semantic model integrating cancer-related clinical and molecular information.;['Nicholas Sioutos', 'Sherri de Coronado', 'Margaret W. Haber', 'Frank W. Hartel', 'Wen-Ling Shaiu', 'Lawrence W. Wright'];2007;Publication;545;Frank;6
546;Fusion d'un thesaurus et d'une terminologie : utilisation de ressources existantes pour amorcer une onto-terminologie.;['Laurence Kister', 'Évelyne Jacquey', 'Bertrand Gaiffe'];2009;Publication;546;Frank;3
547;Query Expansion Based on Thesaurus Relations: Evaluation over Internet;['Vera de Lima Luiz Pizzato'];2003;Publication;547;Frank;1
548;Thesaurus Contruction Using Class Inheritance.;['Gui-Jung Kim', 'Jung-Soo Han'];2005;Publication;548;Frank;2
549;Using the Mesh Thesaurus to Index a Medical Article: Combination of Content, Structure and Semantics.;['Jihen Majdoubi', 'Mohamed Tmar', 'Faïez Gargouri'];2009;Publication;549;Frank;3
550;Normdatenpflege in Zeiten der Automatisierung : Erstellung und Evaluation automatisch aufgebauter Thesaurus-Crosskonkordanzen;['Andreas Kempf', 'Benjamin Zapilko'];2013;Publication;550;Frank;2
551;Fuzzy multilinkage thesaurus builder in multimedia information systems.;['Yong Jian Gao', 'J. J. Lim', 'A. Desai Narasimhalu'];1995;Publication;551;Frank;3
552;Query expansion via conceptual distance in thesaurus indexed collections.;['Douglas Tudhope', 'Ceri Binding', 'Dorothee Blocks', 'Daniel Cunliffe'];2006;Publication;552;Frank;4
553;A Tool For Investigating Tile Synonymy Relation In A Sense Disambiguated Thesaurus.;['Martin Chodorow', 'Yael Ravin', 'Howard E. Sachar'];1988;Publication;553;Frank;3
554;A Semantic Search Framework for Document Retrievals (Literature, Art and History) Based on Thesaurus Multiwordnet Like.;['Vitoantonio Bevilacqua', 'Vito Santarcangelo', 'Alberto Magarelli', 'Annalisa Bianco', 'Giuseppe Mastronardi', 'Egidio Cascini'];2011;Publication;554;Frank;6
556;Revaluation of a Large-Scale Thesaurus for Multi-media Indexing: An Experience Report.;['Dirk Deridder', 'Peter Soetens'];2003;Publication;556;Frank;2
557;Automatic Thesaurus Construction by Machine Learning from Retrieval Sessions.;['Ulrich Güntzer', 'Gerald Jüttner', 'Gerhard Seegmüller', 'Frank Sarre'];1988;Publication;557;Frank;4
558;An Automatic KANSEI Fuzzy Rule Creating System Using Thesaurus.;['Hajime Hotta', 'Masafumi Hagiwara'];2007;Publication;558;Frank;2
559;Thesaurus on Equipment for Disabled People.;['Michael Mandelstam'];1988;Publication;559;Frank;1
560;The Portuguese B ^2 2 SG: A Semantic Test for Distributional Thesaurus.;['Rodrigo Wilkens', 'Leonardo Zilio', 'Eduardo Ferreira', 'Aline Villavicencio'];2016;Publication;560;Frank;4
561;LanguaL 2009 – The LanguaL thesaurus. (http://www.langual.org/);['A. Møller', 'J. Ireland'];2009;Publication;561;Frank;2
562;"Deterministic walks in random networks: an application to thesaurus
	graphs";['O. Kinouchi', 'A. S. Martinez', 'G. F. Lima', 'G. M. Lourenco', 'S. Risau-Gusman'];2002;Publication;562;Frank;5
563;Fast co-occurrence thesaurus construction for Chinese news;['Yuen-Hsien Tseng'];2001;Publication;563;Frank;1
564;Mining Visual and Textual Data for Constructing a Multi-Modal Thesaurus.;['Hichem Frigui', 'Joshua Caudill'];2007;Publication;564;Frank;2
565;The potentialities of a mechanical thesaurus;['Margaret Masterman'];1956;Publication;565;Frank;1
566;Automatic Thesaurus Construction using Bayesian Networks.;['Y. C. Park', 'K-S. Choi'];1996;Publication;566;Frank;2
567;Indexation semi-automatique de textes : thésaurus et transducteurs.;['Laurent Kevers'];2009;Publication;567;Frank;1
568;Variabler Thesaurus- eine Schlüsselfunktion für die zukünfige Informationsverarbeitung in einer Verwaltung.;['Peter Schilling'];1990;Publication;568;Frank;1
569;Automatic thesaurus construction using Bayesian networks;['Young C. Park', 'Young S. Han', 'Key-Sun Choi'];1995;Publication;569;Frank;3
570;A Thesaurus-Guided Framework for Visualization of Unstructured Manufacturing Capability Data.;['Farhad Ameri', 'William Z. Bernstein'];2017;Publication;570;Frank;2
571;Machine Learning of Well-defined Thesaurus Concepts.;['Andrew E. Smith'];2000;Publication;571;Frank;1
572;Word Sense Disambiguation of Farsi Homographs Using Thesaurus and Corpus.;['Raheleh Makki', 'Mohammad Mehdi Homayounpour'];2008;Publication;572;Frank;2
573;A Thesaurus Browsing System;['Thanasis Chrysos'];1997;Publication;573;Frank;1
574;TheSoz: A SKOS representation of the thesaurus for the social sciences.;['Benjamin Zapilko', 'Johann Schaible', 'Philipp Mayr', 'Brigitte Mathiak'];2013;Publication;574;Frank;4
575;Towards a Shared Reference Thesaurus for Studies on History of Zoology, Archaeozoology and Conservation Biology.;['Cécile Callou', 'Franck Michel', 'Catherine Faron-Zucker', 'Chloé Martin', 'Johan Montagnat'];2015;Publication;575;Frank;5
576;Enriching a Thesaurus to Improve Retrieval of Audiovisual Documents.;['Laura Hollink', 'Véronique Malaisé', 'Guus Schreiber'];2008;Publication;576;Frank;3
577;Structural and Behavioral Representations in Roget's International Thesaurus.;['John Brady'];1993;Publication;577;Frank;1
578;Electronic thesaurus for clinical terms: A methodological approach.;['James Backhouse', 'Gurpreet Dhillon'];1995;Publication;578;Frank;2
579;The Gaps of the Thesaurus Wordnet Used in Information Retrieval.;['Javier de la Mata', 'José A. Olivas', 'Jesús Serrano-Guerrero'];2005;Publication;579;Frank;3
580;Quality measures for skos: ExactMatch linksets: an application to the thesaurus framework LusTRE.;['Riccardo Albertoni', 'Monica De Martino', 'Paola Podestà'];2018;Publication;580;Frank;3
581;Construction of Enhanced Sentiment Sensitive Thesaurus for Cross Domain Sentiment Classification Using Wiktionary.;['P. Sanju', 'T. T. Mirnalinee'];2013;Publication;581;Frank;2
582;Thesaurus-Leitfaden. Eine Einführung in das Thesaurus-Prinzip in Theorie und Praxis;['G. Wersig'];1985;Publication;582;Frank;1
583;Spectral Methods for Thesaurus Construction.;['Nobuyuki Shimizu', 'Masashi Sugiyama', 'Hiroshi Nakagawa'];2010;Publication;583;Frank;3
584;Assessing the Impact of Thesaurus-Based Expansion Techniques in QA-Centric IR.;['Luís Sarmento', 'Jorge Teixeira', 'Eugénio C. Oliveira'];2008;Publication;584;Frank;3
585;"The Thesaurus: A Historical Viewpoint, with a Look to
the Future";"['Jean"" Äitchison', 'Stella"" ""Dextre Clarke']";2004;Publication;585;Frank;2
586;Analysing the evolution of the NCI Thesaurus.;['Rafael S. Gonçalves', 'Bijan Parsia', 'Ulrike Sattler'];2011;Publication;586;Frank;3
587;Czech Sign Language - Czech Dictionary and Thesaurus On-Line.;['Jan Fikejs', 'Tomás Sklenák'];2012;Publication;587;Frank;2
588;"Art & Architecture Thesaurus Sourcebook : A Project of the AAT
		Advisory Committee";['Toni Peterson', 'Carol Jackman-Schuller'];1996;Publication;588;Frank;2
589;Thesaurus construction: problems and their roots.;['U. Miller'];1997;Publication;589;Frank;1
590;Using a Path-Based Thesaurus Model to Enhance a Domain-Specific Digital Library.;['Mathew Weaver', 'Lois M. L. Delcambre', 'Timothy Tolle', 'Marianne Lykke Nielsen'];2005;Publication;590;Frank;4
591;Oncology Ontology in the NCI Thesaurus.;['Anand Kumar', 'Barry Smith'];2005;Publication;591;Frank;2
592;Thesaurus-Aided Approach For Image Browsing And Retrieval.;['Jun Yang', 'Wenyin Liu', 'HongJiang Zhang', 'Yueting Zhuang'];2001;Publication;592;Frank;4
593;Thésaurus iconographiques et modèles culturels.;['Marie Després-Lonnet'];2000;Publication;593;Frank;1
594;Automated Indexing with Thesaurus Descriptors: A Co-occurence Based Approach to Multilingual Retrieval.;['Reginald Ferber'];1997;Publication;594;Frank;1
595;Explicitly integrating MeSH thesaurus help into health information retrieval systems: An empirical user study.;['Xiangming Mu', 'Kun Lu', 'Hohyon Ryu'];2014;Publication;595;Frank;3
596;Detecting Hypernym/Hyponym in Science and Technology Thesaurus Using Entropy-Based Clustering of Word Vectors.;['Takahiro Kawamura', 'Motoki Sekine', 'Katsuji Matsumura'];2017;Publication;596;Frank;3
597;"Aspektierung von Thesaurus-Relationen : Oeffnung in
		universale Anwendbarkeit?";['Harald H. Zimmermann'];1993;Publication;597;Frank;1
598;YAM++ Online: A Web Platform for Ontology and Thesaurus Matching and Mapping Validation.;['Zohra Bellahsene', 'Vincent Emonet', 'DuyHoa Ngo', 'Konstantin Todorov'];2017;Publication;598;Frank;4
599;Multiple Label Text Categorization on a Hierarchical Thesaurus.;['Francisco J. Ribadas', 'Erica Lloves', 'Victor M. Darriba'];2007;Publication;599;Frank;3
600;Extending an interactive thesaurus by dragging.;['Eric H. Johnson'];1995;Publication;600;Frank;1
602;Thesaurus Implementation in Integrated System of Information Resources (ISIR).;['Nguyen Manh Hung'];2004;Publication;602;Frank;1
603;Expanding End-Users' Query Statements for Free Text Searching with a Search-Aid Thesaurus.;['Jaana Kristensen'];1993;Publication;603;Frank;1
604;Distributional Thesaurus Versus WordNet: A Comparison of Backoff Techniques for Unsupervised PP Attachment.;['Hiram Calvo', 'Alexander F. Gelbukh', 'Adam Kilgarriff'];2005;Publication;604;Frank;3
605;Unlocking the Semantics of Roget?s Thesaurus Using Formal Concept Analysis.;['L. John Old'];2004;Publication;605;Frank;1
607;Thesaurus-Based Topic Models and Their Evaluation.;['Natalia V. Loukachevitch', 'Kirill Ivanov', 'Boris V. Dobrov'];2018;Publication;607;Frank;3
608;Building a Multi-Modal Thesaurus from Annotated Images.;['Hichem Frigui', 'Joshua Caudill'];2006;Publication;608;Frank;2
609;An Expert Thesaurus for Ancient Law.;['Carla Basili', 'Nicola Palazzolo', 'Anna Maria Tammaro'];1991;Publication;609;Frank;3
610;Explorations in Automatic Thesaurus Discovery (The Springer International Series in Engineering and Computer Science);['Gregory Grefenstette'];1994;Publication;610;Frank;1
611;Formalisation de thesaurus a l'aide des reseaux de petri.;['Jean-Michel Knippel', 'Mohamed Tayeb Laskri'];1990;Publication;611;Frank;2
612;Learning Co-relations of Plausible Verb Arguments with a WSM and a Distributional Thesaurus.;['Hiram Calvo', 'Kentaro Inui', 'Yuji Matsumoto'];2009;Publication;612;Frank;3
613;Constructing a Global Ontology by Concept Mapping Using Wikipedia Thesaurus;['Minghua Pei', 'K. Nakayama', 'T. Hara', 'S. Nishio'];2008;Publication;613;Frank;4
614;Mining Enterprise Websites for Association Thesaurus Construction.;['Luciano Barbosa'];2013;Publication;614;Frank;1
615;Latest Developments of the Linked Thesaurus Framework for the Environment (LusTRE).;['Andreas Abecker', 'Karsten Schnitter', 'Roman Wössner', 'Riccardo Albertoni', 'Monica De Martino', 'Paola Podestà'];2015;Publication;615;Frank;6
616;Interoperability of Language-related Information: Mapping the BLL Thesaurus to Lexvo and Glottolog.;['Vanya Dimitrova', 'Christian Fäth', 'Christian Chiarcos', 'Heike Renner-Westermann', 'Frank Abromeit'];2018;Publication;616;Frank;5
617;Query Expansion Using a Collection Dependent Probabilistic Latent Semantic Thesaurus.;['Laurence Anthony F. Park', 'Kotagiri Ramamohanarao'];2007;Publication;617;Frank;2
618;Constructing an ontology based on a thesaurus: A case of ASIS&TOnto based on the ASIS&T Web-based thesaurus.;['Maryam Nowroozi', 'Mahdieh Mirzabeigi', 'Hajar Sotudeh'];2018;Publication;618;Frank;3
619;Patient Language - Evaluating its Relationship to a Clinical Thesaurus.;['Philip J. B. Brown', 'Colin Price', 'Yvette Cox'];1997;Publication;619;Frank;3
620;TAG term weight-based N gram Thesaurus generation for query expansion in information retrieval application.;['S. G. Shaila', 'A. Vadivel'];2015;Publication;620;Frank;2
621;DaFOE : une plateforme pour construire des ontologies à partir de textes et de thésaurus.;['Jean Charlet', 'Sylvie Szulman', 'Nathalie Aussenac-Gilles', 'Adeline Nazarenko', 'Nathalie Hernandez', 'Nadia Nadah', 'Éric Sardet', 'Jean Delahousse', 'Henry Valéry Téguiak', 'Audrey Baneyx'];2010;Publication;621;Frank;10
622;A Hybrid Method to Detect Missing Hierarchical Relations in NCI Thesaurus.;['Fengbo Zheng', 'Rashmie Abeysinghe', 'Licong Cui'];2019;Publication;622;Frank;3
623;An Investigation of an Interontologia: Comparison of the Thousand-Character Text and Roget's Thesaurus.;['Sang-Rak Kim', 'Jae-Gun Yang', 'Jae-Hak J. Bae'];2009;Publication;623;Frank;3
624;Fuzzy web information retrieval system with fuzzy thesaurus using fuzzy relational BK-products.;['Joseph B. Lee', 'Eunjin Kim'];2012;Publication;624;Frank;2
625;Bringing Thesaurus Together: Terminological Problems and Interests.;['Corentin Roulin', 'Cheryl Cooper'];1993;Publication;625;Frank;2
626;Evaluating a Thesaurus Browser for an Audio-visual Archive.;['Véronique Malaisé', 'Lora Aroyo', 'Hennie Brugman', 'Luit Gazendam', 'Annemieke de Jong', 'Christian Negru', 'Guus Schreiber'];2006;Publication;626;Frank;7
627;Moby Thesaurus List (English),;['Grady Ward'];2002;Publication;627;Frank;1
628;Domain model enhanced search - A comparison of taxonomy, thesaurus and ontology;['Katharina Schwarz'];2005;Publication;628;Frank;1
629;A Hybrid Approach for Reducing Textual Formal Context Based on Thesaurus.;['Wei He', 'Shuang Li', 'Xiaoping Yang'];2015;Publication;629;Frank;3
630;Automatic generation of English/Chinese thesaurus based on a parallel corpus in laws.;['Christopher C. Yang', 'Johnny W. K. Luk'];2003;Publication;630;Frank;2
631;Topological-Pattern-Based Recommendation of UMLS Concepts for National Cancer Institute Thesaurus.;['Zhe He', 'Yan Chen', 'Sherri de Coronado', 'Katrina Piskorski', 'James Geller'];2016;Publication;631;Frank;5
632;Concept detection and keyframe extraction using a visual thesaurus.;['Evaggelos Spyrou', 'Giorgos Tolias', 'Phivos Mylonas', 'Yannis Avrithis'];2009;Publication;632;Frank;4
633;Interactive Indexing of Documents with a Multilingual Thesaurus.;['Ulrich Schiel', 'Ianna M. S. F. de Sousa'];2003;Publication;633;Frank;2
634;Automatic Detection of Thesaurus relations for Information Retrieval Applications.;['Gerda Ruge'];1997;Publication;634;Frank;1
635;Generating Semantic Orientation Lexicon using Large Data and Thesaurus.;['Amit Goyal', 'Hal Daumé III'];2011;Publication;635;Frank;2
636;A thesaurus for end-user indexing and retrieval.;['Gary W. Strong', 'M. Carl Drott'];1986;Publication;636;Frank;2
637;Wikipedia-assisted concept thesaurus for better web media understanding.;['Huan Wang', 'Liang-Tien Chia', 'Shenghua Gao'];2010;Publication;637;Frank;3
638;Automatic thesaurus construction for spam filtering using revised back propagation neural network.;['Hao Xu', 'Bo Yu'];2010;Publication;638;Frank;2
639;An Online Thesaurus for Fact Retrieval From Relational Databases.;['Barbara Lutes-Schaab'];1990;Publication;639;Frank;1
640;Fine-tuning of Graphic Thesaurus Displays.;['Timothy C. Craven'];2003;Publication;640;Frank;1
641;Does the traditional thesaurus have a place in modern information retrieval?;['Birger Hjørland'];2016;Publication;641;Frank;1
642;Verb Sense Disambiguation based on Thesaurus of Predicate-argument Structure - An Evaluation of Thesaurus of Predicate-argument Structure for Japanese Verbs.;['Koichi Takeuchi', 'Suguru Tsuchiyama', 'Masato Moriya', 'Yuuki Moriyasu', 'Koichi Satoh'];2011;Publication;642;Frank;5
643;Specifications for thesaurus software.;['Jessica L. Milstead'];1991;Publication;643;Frank;1
644;Bilingual Terminology Extraction: an Approach Based on a Multilingual Thesaurus Applicable to Comparable Corpora;['Hervé Déjean', 'Éric Gaussier', 'Fatia Sadat'];2002;Publication;644;Frank;3
645;Using Web resources to construct multilingual medical thesaurus for cross-language medical information retrieval.;['Wen-Hsiang Lu', 'Ray S. Lin', 'Yi-Che Chan', 'Kuan-Hsi Chen'];2008;Publication;645;Frank;4
646;Disyllabic Chinese Word Extraction Based on Character Thesaurus and Semantic Constraints in Word-Formation.;"['Maosong Sun', 'Dongliang Xu', ""Benjamin Ka-Yin T'sou"", 'Huaming Lu']";2008;Publication;646;Frank;4
647;Integration of heterogeneous language resources: A monolingual dictionary and a thesaurus.;['Takenobu Tokunaga', 'Yasuhiro Syotu', 'Hozumi Tanaka', 'Kiyoaki Shirai'];2001;Publication;647;Frank;4
648;A random walk on an ontology : using thesaurus structure for automatic subject indexing;['Craig Willis', 'Robert M. Losee'];2013;Publication;648;Frank;2
649;Explorations in Automatic Thesaurus Discovery;['Gregory Grefenstette'];1994;Publication;649;Frank;1
650;EARTh: An Environmental Application Reference Thesaurus in the Linked Open Data cloud.;['Riccardo Albertoni', 'Monica De Martino', 'Sabin Di Franco', 'Valentina De Santis', 'Paolo Plini'];2014;Publication;650;Frank;5
651;Thesaurus-enhanced search interfaces.;['Ali Asghar Shiri', 'Crawford Revie', 'Gobinda Chowdhury'];2002;Publication;651;Frank;3
652;Case Study: Publishing STW Thesaurus for Economics as Linked Open Data;['Timo Borst', 'Joachim Neubert'];2009;Publication;652;Frank;2
653;Using Thesaurus to Improve Multiclass Text Classification.;['Nooshin Maghsoodi', 'Mohammad Mehdi Homayounpour'];2011;Publication;653;Frank;2
654;Searchling: User-Centered Evaluation of a Visual Thesaurus-Enhanced Interface for Bilingual Digital Libraries.;['Amy Stafford', 'Ali Shiri', 'Stan Ruecker', 'Matthew Bouchard', 'Paras Mehta', 'Karl Anvik', 'Ximena Rossello'];2008;Publication;654;Frank;7
655;Expression et verification des connaissances thesaurus par les reseaux de petri.;['Jean-Michel Knippel'];1996;Publication;655;Frank;1
656;Automatic thesaurus generation for Chinese documents.;['Yuen-Hsien Tseng'];2002;Publication;656;Frank;1
657;Innovation in thesaurus management.;['Lucy Bell'];2013;Publication;657;Frank;1
658;Automatic generation of domain representations using thesaurus structures;['Juan Lloréns', 'Manuel Velasco', 'Antonio de Amescua Seco', 'José A. Moreiro', 'Vicente Martínez'];2004;Publication;658;Frank;5
659;"Doc'CISMeF: A Search Tool Based on ""Encapsulated"" MeSH Thesaurus.";['Stéfan Jacques Darmoni', 'Benoît Thirion', 'Jean-Philippe Leroy', 'Magaly Douyère', 'Benoit Lacoste', 'Christophe Godard', 'Isabelle Rigolle', 'Martial Brisou', 'Stéphane Videau', 'Eric Goupy', 'Josette Piot', 'Myriam Quéré', 'Saïda Ouazir', 'Habib Abdulrab'];2001;Publication;659;Frank;14
660;Term Sense Disambiguation using a Domain-Specific Thesaurus;['D.G. Maynard', 'S. Ananiadou'];1998;Publication;660;Frank;2
661;Learning Behaviour and User Acceptance of TEGEN, A Thesaurus-Generating Information Retrival System.;['Frank Sarre', 'J. Mittermeier', 'Ulrich Güntzer', 'Gerald Jüttner'];1990;Publication;661;Frank;4
663;Lay persons' and professionals' nutrition-related vocabularies and their matching to a general and a specific thesaurus.;['Tuula Poikonen', 'Pertti Vakkari'];2009;Publication;663;Frank;2
664;Utilisation d'un thesaurus de liaisons analogiques entre concepts dans un systeme documentaire.;['Bernard Filliatre'];1975;Publication;664;Frank;1
665;Evaluation of Thesaurus on Sociopolitical Life as Information-Retrieval Tool.;['Natalia V. Loukachevitch', 'Boris V. Dobrov'];2002;Publication;665;Frank;2
666;A Conceptual Framework For Automatic And Dynamic Thesaurus Updating In Information Retrieval Systems.;['Marie-France Bruandet'];1980;Publication;666;Frank;1
667;Learning to Integrate Web Catalogs with Conceptual Relationships in Hierarchical Thesaurus.;['Jui-Chi Ho', 'Ing-Xiang Chen', 'Cheng-Zen Yang'];2006;Publication;667;Frank;3
668;Russian-Tatar Socio-Political Thesaurus: Methodology, Challenges, the Status of the Project.;['Alfiya M. Galieva', 'Olga Nevzorova', 'Dilyara Yakubova'];2017;Publication;668;Frank;3
669;Automatic crosslingual thesaurus generated from the Hong Kong SAR Police Department Web corpus for crime analysis;['Li Kar Wing', 'Christopher C Yang'];2005;Publication;669;Frank;2
670;Fuzzy Pseudo-Thesaurus Based Clustering of a Folkloristic Corpus.;['Sandor Szaszko', 'László T. Kóczy', 'Tamás D. Gedeon'];2005;Publication;670;Frank;3
671;Toward a Visual Thesaurus.;['Rosalind W. Picard'];1995;Publication;671;Frank;1
672;The role of thesauri in an open web : a case study of the STW thesaurus for economics;['Andreas Oskar Kempf', 'Joachim Neubert'];2016;Publication;672;Frank;2
673;Automated tagging of environmental data using a novel SKOS formatted environmental thesaurus.;['Daniel G. Wright', 'Kathryn A. Harrison', 'John Watkins'];2015;Publication;673;Frank;3
674;The visual indexing vocabulary: Developing a thesaurus for indexing images across diverse domains.;['Corinne Jörgensen'];2004;Publication;674;Frank;1
675;Integration of the Thesaurus for the Social Sciences (TheSoz) in an Information Extraction System.;['Thierry Declerck'];2013;Publication;675;Frank;1
676;Semiautomatic Construction of Cross-Period Thesaurus.;['Chaya Liebeskind', 'Ido Dagan', 'Jonathan Schler'];2016;Publication;676;Frank;3
677;An efficient algorithm for building a distributional thesaurus (and other Sketch Engine developments).;['Pavel Rychlý', 'Adam Kilgarriff'];2007;Publication;677;Frank;2
678;The American Heritage Children's Thesaurus;['Paul Hellweg'];1997;Publication;678;Frank;1
679;Towards automatic thesaurus construction and enrichment;['Claudia Lanza', 'Amir Hazem', 'Béatrice Daille'];2020;Publication;679;Frank;3
680;Analysis of the long term dynamics in thesaurus developments and its consequences;['Mohammad Tavakolizadeh-Ravari'];2007;Publication;680;Frank;1
681;Petrus Hispanus in der altdeutschen Medizinliteratur: Untersuchungen und Texte unter besonderer Berücksichtigung des Thesaurus pauperum.;['Joachim Telle'];1972;Publication;681;Frank;1
682;Associative and Spatial Relationships in Thesaurus-Based Retrieval.;['Harith Alani', 'Christopher B. Jones', 'Douglas Tudhope'];2000;Publication;682;Frank;3
683;Evaluating unsupervised thesaurus-based labeling of audiovisual content in an archive production environment.;['Victor de Boer', 'Roeland J. F. Ordelman', 'Josefien Schuurman'];2016;Publication;683;Frank;3
684;Thesaurus-Based Ontology on Image Analysis.;['Sara Colantonio', 'Igor B. Gurevich', 'Massimo Martinelli', 'Ovidio Salvetti', 'Yulia Trusova'];2007;Publication;684;Frank;5
685;Onto-thesaurus for tamil language: Ontology based intelligent system for information retrieval.;['C. Sankaralingam', 'S. Rajendran', 'B. Kavirajan', 'M. Anand Kumar', 'K. P. Soman'];2017;Publication;685;Frank;5
686;Comparison of genetic variants in matched samples using thesaurus annotation.;['Tomasz Konopka', 'Sebastian M. B. Nijman'];2016;Publication;686;Frank;2
687;Toward Domain Specific Thesaurus Construction: Divide-and-Conquer Method;['P.M. Ryu', 'J.H. Kim', 'Y. Nam', 'J.X. Huang', 'S. Shin', 'S.M. Lee', 'K.S. Choi'];2009;Publication;687;Frank;7
689;The Laurin thesaurus: A large, multilingual, electronic thesaurus for newspaper clipping archives.;['Gregor Retti', 'Birgit Stehno'];2004;Publication;689;Frank;2
690;Metaphor, Popular Science, and Semantic Tagging: Distant Reading with the Historical Thesaurus of English.;['Marc Alexander', 'Fraser Dallachy', 'Scott Piao', 'Alistair Baron', 'Paul Rayson'];2015;Publication;690;Frank;5
691;Intelligent Textual Database and Automatic Acquisition of a Thesaurus.;['Marie Christine Villain', 'Philippe Trigano', 'Jean Deloire'];1995;Publication;691;Frank;3
692;Multiple Instance Terminological Thesaurus with Central Management.;['Adam Rambousek'];2018;Publication;692;Frank;1
693;A Thesaurus for Improving Information Retrieval in an Integrated Legal Expert System.;['Antonio Cammelli', 'Fiorenza Socci'];1998;Publication;693;Frank;2
695;Visualized Onomatopoeia Thesaurus Maps Based on Deep Autoencoder.;['Daiki Urata', 'Shusuke Ishino', 'Tsuyoshi Nakamura', 'Masayoshi Kanoh', 'Koji Yamada'];2018;Publication;695;Frank;5
696;Automatic identification of synonym relations in the Dutch Parliament’s Thesaurus;['Rosa Tsegaye Aga', 'Christian Wartena', 'Otto Lange', 'Nelleke Aders'];2017;Publication;696;Frank;4
697;BioThesaurus: a web-based thesaurus of protein and gene names;['H Liu', 'Z Z Hu', 'J Zhang', 'C Wu'];2006;Publication;697;Frank;4
698;Assessing thesaurus-based query expansion using the UMLS Metathesaurus.;['W. Hersh', 'S. Price', 'L. Donohoe'];2000;Publication;698;Frank;3
699;Bring vs. MTRoget: Evaluating automatic thesaurus translation.;['Lars Borin', 'Jens Allwood', 'Gerard de Melo'];2014;Publication;699;Frank;3
700;Deterministic Walks in Random Networks: An Application to Thesaurus Graphs;['O. Kinouchi', 'A. S. Martinez', 'G. F. Lima', 'G. M. Lourenço', 'S. Risau-Gusman'];2002;Publication;700;Frank;5
701;Auditing National Cancer Institute thesaurus neoplasm concepts in groups of high error concentration.;['Ling Zheng', 'Hua Min', 'Yan Chen', 'Julia Xu', 'James Geller', 'Yehoshua Perl'];2017;Publication;701;Frank;6
702;Hierarchical text categorization using fuzzy relational thesaurus.;['Domonkos Tikk', 'Jae Dong Yang', 'Sun Lee Bang'];2003;Publication;702;Frank;3
703;A Back Bone Thesaurus for Digital Humanities.;['Maria Daskalaki', 'Lida Charami'];2017;Publication;703;Frank;2
704;Sentiment Classification of Russian Texts Using Automatically Generated Thesaurus.;['Ksenia Lagutina', 'Vladislav Larionov', 'Vladislav Petryakov', 'Nadezhda Lagutina', 'Ilya Paramonov'];2018;Publication;704;Frank;5
705;A Corporate Tagging Framework as Integration Service for Knowledge Workers;['Walter Christian Kammergruber', 'Karsten Ehms'];2010;Publication;705;Frank;2
706;Thesaurus-Based Tag Clouds for Test-Driven Code Search.;['Otávio Augusto Lazzarini Lemos', 'Adriano Carvalho de Paula', 'Gustavo Konishi', 'Sushil Krishna Bajracharya', 'Joel Ossher', 'Cristina Videira Lopes'];2014;Publication;706;Frank;6
707;Adding Thesaurus Information into Probabilistic Topic Models.;['Natalia V. Loukachevitch', 'Michael Nokel'];2017;Publication;707;Frank;2
708;Automatically Expanding the Lexicon of Roget's Thesaurus.;['Alistair Kennedy'];2010;Publication;708;Frank;1
709;Using Thesaurus-Based Tag Clouds to Improve Test-Driven Code Search.;['Otávio Augusto Lazzarini Lemos', 'Adriano Carvalho de Paula', 'Gustavo Konishi', 'Joel Ossher', 'Sushil Krishna Bajracharya', 'Cristina Videira Lopes'];2013;Publication;709;Frank;6
710;Redefining similarity in a thesaurus by using corpora.;['Hiroyuki Shinnou'];1996;Publication;710;Frank;1
